dataset,nrows,ncols,run,seed,i_5CV_logloss,p_5CV_logloss,i_TST_logloss,p_TST_logloss,i_geo_complexity,p_geo_complexity,i_nfs_complexity,p_nfs_complexity,i_best_model,p_best_model,i_d,p_d,i_l,p_l,i_f,p_f,i_tree_nfs,p_tree_nfs,i_tree_used_fs,p_tree_used_fs,i_selected_fs,p_selected_fs
Titanic.csv,2201,4,1,1234,0.549747,0.551799,0.529565,0.529151,6000027.762723752,5000027.084732681,3.0,3.0,"DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=15, min_samples_split=141,
                       random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=31, min_samples_split=147,
                       random_state=1234)",4,4,8,7,3,3,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
Titanic.csv,2201,4,2,2468,0.540241,0.54266,0.541351,0.544086,6000029.090157439,5000027.877559197,3.0,3.0,"DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=14, min_samples_split=100,
                       random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=26, min_samples_split=230,
                       random_state=1234)",4,4,9,6,3,3,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
Titanic.csv,2201,4,0,0,0.537182,0.537198,0.521523,0.521523,6000028.302005733,5000027.768990382,3.0,3.0,"DecisionTreeClassifier(ccp_alpha=3.113853622245442e-05, class_weight='balanced',
                       max_depth=4, min_samples_split=25, random_state=1234)","DecisionTreeClassifier(ccp_alpha=3.5072167913321924e-05,
                       class_weight='balanced', max_depth=4, random_state=1234)",4,4,10,10,3,3,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
kc1.csv,2109,22,3,3702,0.546296,0.541514,0.539122,0.545741,5000027.237730222,5000030.575358649,7.0,3.0,"DecisionTreeClassifier(ccp_alpha=0.002859172118828383, class_weight='balanced',
                       max_depth=3, min_samples_leaf=21, min_samples_split=174,
                       random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=3,
                       min_samples_leaf=32, min_samples_split=89,
                       random_state=1234)",3,3,7,7,4,3,4,3,['v(g)' 'n' 'l' 'lOBlank'],['l' 'lOBlank' 'total_Opnd'],['v(g)' 'ev(g)' 'n' 'l' 'lOBlank' 'uniq_Op' 'branchCount'],['l' 'lOBlank' 'total_Opnd']
kc1.csv,2109,22,2,2468,0.556107,0.555547,0.542528,0.533226,3000028.6120349118,5000030.207213924,8.0,3.0,"DecisionTreeClassifier(ccp_alpha=0.004394037933636475, class_weight='balanced',
                       max_depth=3, min_samples_leaf=12, min_samples_split=145,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0021553907958613335, class_weight='balanced',
                       max_depth=3, min_samples_leaf=204, min_samples_split=35,
                       random_state=1234)",3,3,4,5,3,3,3,3,['l' 'lOCode' 'locCodeAndComment'],['l' 'i' 'lOCode'],"['ev(g)' 'iv(g)' 'l' 'lOCode' 'lOComment' 'lOBlank' 'locCodeAndComment'
 'branchCount']",['l' 'i' 'lOCode']
kc1.csv,2109,22,1,1234,0.542393,0.540049,0.552468,0.534817,6000029.197199484,9000030.69393271,8.0,5.0,"DecisionTreeClassifier(ccp_alpha=0.00047742816516869145,
                       class_weight='balanced', max_depth=3,
                       min_samples_leaf=111, random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0002554906214141139, class_weight='balanced',
                       max_depth=4, min_samples_leaf=102, min_samples_split=98,
                       random_state=1234)",3,4,7,10,2,3,2,3,['lOCode' 'total_Opnd'],['n' 'lOCode' 'total_Opnd'],"['loc' 'v(g)' 'ev(g)' 'lOCode' 'lOComment' 'lOBlank' 'total_Opnd'
 'branchCount']",['v(g)' 'n' 'lOCode' 'total_Opnd' 'branchCount']
kc1.csv,2109,22,0,0,0.534835,0.537492,0.57581,0.716457,7000027.705771305,7000030.595516112,6.0,3.0,"DecisionTreeClassifier(ccp_alpha=0.0018313950205737712, class_weight='balanced',
                       max_depth=4, min_samples_leaf=75, min_samples_split=131,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=4.782613551338431e-05, class_weight='balanced',
                       max_depth=3, min_samples_leaf=63, min_samples_split=243,
                       random_state=1234)",4,3,8,8,3,2,3,2,['v' 'lOCode' 'lOComment'],['v' 'lOCode'],['v(g)' 'ev(g)' 'v' 'lOCode' 'lOComment' 'branchCount'],['v' 'b' 'lOCode']
compas.csv,5278,20,2,2468,0.621155,0.620711,0.613777,0.612981,11000024.437062582,11000024.475096632,7.0,4.0,"DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=136, min_samples_split=156,
                       random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=133, min_samples_split=144,
                       random_state=1234)",4,4,13,13,2,2,2,2,['age' 'priors_count'],['age' 'priors_count'],"['age' 'juv_fel_count' 'priors_count' 'age_cat_Lessthan25_0'
 'age_cat_Lessthan25_1' 'race_African-American_0' 'race_Caucasian_1']",['age' 'juv_fel_count' 'priors_count' 'age_cat_25-45_0']
compas.csv,5278,20,0,0,0.619805,0.619497,0.617157,0.617157,11000023.949622193,11000023.949622193,11.0,3.0,"DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=126, min_samples_split=278,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=4.4119177844413555e-05,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=131, min_samples_split=81,
                       random_state=1234)",4,4,13,13,2,2,2,2,['age' 'priors_count'],['age' 'priors_count'],"['sex_0' 'sex_1' 'age' 'juv_fel_count' 'priors_count'
 'age_cat_Greaterthan45_0' 'age_cat_Greaterthan45_1'
 'age_cat_Lessthan25_0' 'age_cat_Lessthan25_1' 'race_African-American_0'
 'race_Caucasian_0']",['age' 'priors_count' 'age_cat_25-45_0']
compas.csv,5278,20,1,1234,0.608407,0.607393,0.634172,0.632877,11000024.491030611,13000024.376760876,7.0,4.0,"DecisionTreeClassifier(ccp_alpha=0.0004947153114752967, class_weight='balanced',
                       max_depth=4, min_samples_leaf=101, min_samples_split=158,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=1.5498942786279387e-05,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=102, min_samples_split=34,
                       random_state=1234)",4,4,13,16,3,3,3,3,['age' 'priors_count' 'age_cat_25-45_0'],['age' 'priors_count' 'age_cat_Lessthan25_1'],"['age' 'juv_fel_count' 'juv_misd_count' 'priors_count' 'age_cat_25-45_0'
 'age_cat_Greaterthan45_0' 'c_charge_degree_M']",['age' 'priors_count' 'age_cat_25-45_1' 'age_cat_Lessthan25_1']
dis.csv,3772,55,2,2468,0.304553,0.314652,0.355601,0.32928,3000034.2084240965,3000035.94118015,25.0,19.0,"DecisionTreeClassifier(ccp_alpha=0.027352005928774837, class_weight='balanced',
                       max_depth=3, min_samples_leaf=38, min_samples_split=85,
                       random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=3, min_samples_leaf=3,
                       min_samples_split=512, random_state=1234)",2,3,3,5,1,3,1,3,['FTI'],['age' 'sex_2' 'FTI'],"['age' 'sex_0' 'sex_2' 'on_antithyroid_medication_0' 'pregnant_0'
 'pregnant_1' 'thyroid_surgery_1' 'I131_treatment_1'
 'query_hyperthyroid_0' 'lithium_0' 'goitre_1' 'tumor_0' 'psych_0'
 'psych_1' 'TSH_measured_1' 'TSH' 'T3_measured_1' 'T3' 'TT4_measured_0'
 'TT4_measured_1' 'T4U_measured_0' 'T4U_measured_1' 'FTI'
 'referral_source_2' 'referral_source_4']","['age' 'sex_1' 'sex_2' 'on_thyroxine_0' 'query_on_thyroxine_0'
 'pregnant_1' 'thyroid_surgery_1' 'I131_treatment_1' 'query_hypothyroid_1'
 'query_hyperthyroid_0' 'lithium_1' 'tumor_1' 'psych_1' 'T3_measured_1'
 'TT4_measured_1' 'T4U_measured_0' 'FTI' 'TBG_0' 'referral_source_2']"
dis.csv,3772,55,1,1234,0.287397,0.259098,0.310469,0.339341,4000033.5517483065,5000035.84341087,21.0,10.0,"DecisionTreeClassifier(ccp_alpha=0.02695715389290069, class_weight='balanced',
                       max_depth=3, min_samples_leaf=19, min_samples_split=98,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0005914198587642078, class_weight='balanced',
                       max_depth=4, min_samples_leaf=2, random_state=1234)",3,4,4,12,2,5,2,5,['TSH' 'FTI'],['sex_2' 'on_thyroxine_1' 'psych_1' 'T3' 'FTI'],"['age' 'on_thyroxine_0' 'on_antithyroid_medication_0' 'sick_1'
 'thyroid_surgery_0' 'thyroid_surgery_1' 'I131_treatment_0'
 'I131_treatment_1' 'query_hypothyroid_0' 'lithium_1' 'psych_1'
 'TSH_measured_1' 'TSH' 'T3' 'TT4_measured_1' 'TT4' 'T4U_measured_0' 'T4U'
 'FTI' 'referral_source_1' 'referral_source_4']","['age' 'sex_0' 'sex_2' 'on_thyroxine_1' 'query_on_thyroxine_0' 'sick_0'
 'psych_1' 'T3' 'FTI' 'referral_source_2']"
dis.csv,3772,55,0,0,0.343583,0.299703,0.279905,0.314455,4000034.274747003,3000034.0435729045,25.0,8.0,"DecisionTreeClassifier(ccp_alpha=0.02259502409301474, class_weight='balanced',
                       max_depth=3, min_samples_leaf=40, min_samples_split=128,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.012851771072567589, class_weight='balanced',
                       max_depth=4, min_samples_leaf=18, min_samples_split=65,
                       random_state=1234)",3,4,6,5,3,3,3,3,['T3' 'TT4' 'FTI'],['on_thyroxine_1' 'TT4' 'FTI'],"['age' 'sex_0' 'sex_1' 'sex_2' 'on_thyroxine_1'
 'on_antithyroid_medication_1' 'sick_0' 'pregnant_1' 'thyroid_surgery_1'
 'query_hypothyroid_1' 'lithium_0' 'goitre_1' 'hypopituitary_1' 'psych_1'
 'T3' 'TT4_measured_1' 'TT4' 'T4U_measured_1' 'FTI_measured_1' 'FTI'
 'referral_source_0' 'referral_source_1' 'referral_source_2'
 'referral_source_3' 'referral_source_4']","['on_thyroxine_1' 'pregnant_0' 'query_hypothyroid_0' 'psych_1' 'TT4' 'T4U'
 'FTI_measured_0' 'FTI']"
Satellite.csv,5100,37,1,1234,0.15738,0.148905,0.195979,0.172153,4000031.956809858,2000036.0060988637,6.0,5.0,"DecisionTreeClassifier(ccp_alpha=0.0002698336857065447, class_weight='balanced',
                       max_depth=3, min_samples_leaf=6, min_samples_split=54,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.009127648488307164, class_weight='balanced',
                       max_depth=4, min_samples_leaf=5, min_samples_split=16,
                       random_state=1234)",3,4,7,5,3,3,3,3,['V14' 'V22' 'V30'],['V14' 'V19' 'V22'],['V2' 'V14' 'V22' 'V30' 'V35' 'V36'],['V2' 'V14' 'V19' 'V22' 'V31']
