dataset,nrows,ncols,run,seed,i_5CV_logloss,p_5CV_logloss,i_TST_logloss,p_TST_logloss,i_geo_complexity,p_geo_complexity,i_nfs_complexity,p_nfs_complexity,i_best_model,p_best_model,i_d,p_d,i_l,p_l,i_f,p_f,i_tree_nfs,p_tree_nfs,i_tree_used_fs,p_tree_used_fs,i_selected_fs,p_selected_fs
turing.csv,10000,27,5,6170,0.616804,0.61472,0.615782,0.612501,11000025.807723802,13000025.480464794,17.0,2.0,"DecisionTreeClassifier(ccp_alpha=0.0006327757286542263, class_weight='balanced',
                       max_depth=4, min_samples_leaf=294, min_samples_split=326,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=3.478142343597081e-05, class_weight='balanced',
                       max_depth=4, min_samples_leaf=214, min_samples_split=237,
                       random_state=1234)",4,4,13,15,4,2,4,2,['0' '1' '2' '15'],['1' '2'],"['Gender_Female' 'Gender_Male' 'Ethnicity_Black' 'Ethnicity_Hispanic'
 'Ethnicity_White' '0' '1' '2' '3' '5' '11' '13' '15' '16' '17' '18' '19']",['1' '2']
Intersectional.csv,10000,25,6,7404,0.114235,0.11225,0.168526,0.135472,6000034.217764081,7000032.7946528215,11.0,5.0,"DecisionTreeClassifier(ccp_alpha=0.00030913064539112565,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=34, random_state=1234)","DecisionTreeClassifier(ccp_alpha=1.7326111619107637e-05,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=84, min_samples_split=118,
                       random_state=1234)",4,4,13,13,4,3,4,3,['Rumination' 'Concentration' 'Withdrawal' 'Tension'],['Rumination' 'Concentration' 'Tension'],"['Sex_Male' 'Race_Asian' 'Race_White' 'Delay_No' 'Delay_Yes' 'Anhedonia'
 'Rumination' 'Concentration' 'Withdrawal' 'Passive' 'Tension']",['Race_Asian' 'Rumination' 'Concentration' 'Passive' 'Tension']
national.csv,4908,81,7,8638,0.0,0.0,0.0,0.0,2000036.0436533892,3000036.043653389,73.0,24.0,"DecisionTreeClassifier(ccp_alpha=0.19431684165685525, class_weight='balanced',
                       max_depth=3, min_samples_leaf=604, min_samples_split=125,
                       random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=497, min_samples_split=347,
                       random_state=1234)",1,2,2,3,1,2,1,2,['income96'],['income96' 'height'],"['race_NONE' 'race_CHINESE' 'race_ENGLISH' 'race_FILIPINO' 'race_FRENCH'
 'race_GERMAN' 'race_GREEK' 'race_HAWAIIAN' 'race_NATIVE-AMERICAN'
 'race_INDIAN' 'race_IRISH' 'race_KOREAN' 'race_CUBAN' 'race_MEXICAN'
 'race_MEXICAN-AMERICAN' 'race_PUERTORICAN' 'race_OTHER-HISPANIC'
 'race_OTHER-SPANISH' 'race_POLISH' 'race_PORTUGUESE' 'race_RUSSIAN'
 'race_SCOTTISH' 'race_WELSH' 'race_OTHER' 'race_AMERICAN' 'gender_Male'
 'gender_Female' 'grade90_3RD GRADE' 'grade90_5TH GRADE'
 'grade90_6TH GRADE' 'grade90_7TH GRADE' 'grade90_8TH GRADE'
 'grade90_9TH GRADE' 'grade90_10TH GRADE' 'grade90_11TH GRADE'
 'grade90_12TH GRADE' 'grade90_2ND YR COL' 'grade90_3RD YR COL'
 'grade90_4TH YR COL' 'grade90_5TH YR COL' 'grade90_6TH YR COL'
 'grade90_7TH YR COL' 'grade90_8TH YR COL OR MORE' 'income96' 'partner_No'
 'partner_Yes' 'height' 'weight' 'famsize' 'genhealth_Excellent'
 'genhealth_Very Good' 'genhealth_Good' 'genhealth_Fair' 'genhealth_Poor'
 'illegalact' 'charged' 'jobsnum90' 'afqt89' 'typejob90_agri'
 'typejob90_mining' 'typejob90_construction' 'typejob90_manuf'
 'typejob90_transp' 'typejob90_wholesale' 'typejob90_retail'
 'typejob90_fin' 'typejob90_busi' 'typejob90_personal' 'typejob90_enter'
 'typejob90_pro' 'typejob90_pub' 'jobtrain90_No' 'jobtrain90_Yes']","['age' 'race_FILIPINO' 'race_NATIVE-AMERICAN' 'race_CUBAN'
 'race_MEXICAN-AMERICAN' 'race_OTHER-HISPANIC' 'race_POLISH' 'race_WELSH'
 'race_AMERICAN' 'gender_Male' 'gender_Female' 'grade90_3RD GRADE'
 'grade90_3RD YR COL' 'grade90_5TH YR COL' 'income96' 'height' 'weight'
 'typejob90_mining' 'typejob90_transp' 'typejob90_wholesale'
 'typejob90_personal' 'typejob90_enter' 'jobtrain90_No' 'jobtrain90_Yes']"
FICO.csv,9871,40,6,7404,0.568277,0.566047,0.573911,0.571618,10000025.572175186,11000025.854129469,16.0,3.0,"DecisionTreeClassifier(ccp_alpha=0.0008200475265859258, class_weight='balanced',
                       max_depth=4, min_samples_leaf=46, min_samples_split=374,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=2.6102014440249196e-05,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=29, min_samples_split=151,
                       random_state=1234)",4,4,13,16,3,3,3,3,['ExternalRiskEstimate' 'AverageMInFile' 'MSinceMostRecentInqexcl7days'],['ExternalRiskEstimate' 'AverageMInFile' 'MSinceMostRecentInqexcl7days'],"['ExternalRiskEstimate' 'MSinceMostRecentTradeOpen' 'AverageMInFile'
 'NumTrades60Ever2DerogPubRec' 'NumTrades90Ever2DerogPubRec'
 'MSinceMostRecentDelq' 'MaxDelq2PublicRecLast12M_0'
 'MaxDelq2PublicRecLast12M_4' 'MaxDelq2PublicRecLast12M_6' 'MaxDelqEver_3'
 'MaxDelqEver_4' 'MaxDelqEver_7' 'MaxDelqEver_8'
 'MSinceMostRecentInqexcl7days' 'NumInqLast6Mexcl7days'
 'NetFractionInstallBurden']",['ExternalRiskEstimate' 'AverageMInFile' 'MSinceMostRecentInqexcl7days']
turing.csv,10000,27,6,7404,0.615252,0.6148,0.608781,0.608586,13000023.876164505,13000025.14739739,10.0,5.0,"DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=235, min_samples_split=153,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00013076526135406976,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=189, min_samples_split=160,
                       random_state=1234)",4,4,16,16,3,3,3,3,['0' '1' '2'],['0' '1' '2'],"['Gender_Female' 'Gender_Male' 'Ethnicity_Asian' '0' '1' '2' '3' '5' '7'
 '16']",['Gender_Male' 'Ethnicity_Asian' '0' '1' '2']
law.csv,20800,20,7,8638,0.0,0.0,0.0,0.0,2000036.0436533892,2000036.0436533892,16.0,12.0,"DecisionTreeClassifier(ccp_alpha=0.45163640996471927, class_weight='balanced',
                       max_depth=3, min_samples_leaf=2650,
                       min_samples_split=693, random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.3638461579783422, class_weight='balanced',
                       max_depth=2, min_samples_leaf=859, min_samples_split=819,
                       random_state=1234)",1,1,2,2,1,1,1,1,['ugpa'],['ugpa'],"['age' 'decile3' 'fam_inc' 'ugpa' 'gender_female' 'gender_male'
 'race1_non-white' 'race1_white' 'cluster_1' 'cluster_2' 'cluster_3'
 'cluster_4' 'cluster_5' 'cluster_6' 'fulltime_2' 'bar']","['age' 'decile1' 'fam_inc' 'ugpa' 'race1_white' 'cluster_2' 'cluster_3'
 'cluster_5' 'cluster_6' 'fulltime_1' 'fulltime_2' 'bar']"
Insurance.csv,23548,74,4,4936,0.693147,0.693143,0.693147,0.692938,1000027.3186532664,2000027.224216693,61.0,10.0,"DecisionTreeClassifier(ccp_alpha=0.7067900306569307, class_weight='balanced',
                       max_depth=2, min_samples_leaf=3085,
                       min_samples_split=1847, random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=1,
                       min_samples_leaf=1694, min_samples_split=1388,
                       random_state=1234)",0,1,1,2,0,1,0,1,[],['Reco_Insurance_Type_Joint'],"['Lower_Age' 'City_Code_C1' 'City_Code_C10' 'City_Code_C12'
 'City_Code_C13' 'City_Code_C14' 'City_Code_C15' 'City_Code_C16'
 'City_Code_C17' 'City_Code_C18' 'City_Code_C19' 'City_Code_C2'
 'City_Code_C20' 'City_Code_C21' 'City_Code_C22' 'City_Code_C23'
 'City_Code_C24' 'City_Code_C25' 'City_Code_C26' 'City_Code_C27'
 'City_Code_C29' 'City_Code_C30' 'City_Code_C31' 'City_Code_C32'
 'City_Code_C33' 'City_Code_C35' 'City_Code_C36' 'City_Code_C4'
 'City_Code_C5' 'City_Code_C6' 'City_Code_C8' 'City_Code_C9'
 'Accomodation_Type_Owned' 'Accomodation_Type_Rented'
 'Reco_Insurance_Type_Joint' 'Is_Spouse_No' 'Is_Spouse_Yes'
 'Health Indicator_X2' 'Health Indicator_X4' 'Health Indicator_X6'
 'Health Indicator_X7' 'Health Indicator_X8' 'Health Indicator_X9'
 'Holding_Policy_Duration_10.0' 'Holding_Policy_Duration_11.0'
 'Holding_Policy_Duration_12.0' 'Holding_Policy_Duration_13.0'
 'Holding_Policy_Duration_14+' 'Holding_Policy_Duration_14.0'
 'Holding_Policy_Duration_2.0' 'Holding_Policy_Duration_3.0'
 'Holding_Policy_Duration_4.0' 'Holding_Policy_Duration_5.0'
 'Holding_Policy_Duration_6.0' 'Holding_Policy_Duration_7.0'
 'Holding_Policy_Duration_8.0' 'Holding_Policy_Duration_9.0'
 'Holding_Policy_Type_1.0' 'Holding_Policy_Type_2.0'
 'Holding_Policy_Type_3.0' 'Holding_Policy_Type_4.0']","['City_Code_C10' 'City_Code_C11' 'City_Code_C14' 'City_Code_C26'
 'City_Code_C33' 'City_Code_C7' 'City_Code_C8' 'Reco_Insurance_Type_Joint'
 'Holding_Policy_Duration_4.0' 'Holding_Policy_Type_3.0']"
default.csv,30000,24,4,4936,0.567075,0.567232,0.565639,0.566127,9000026.184332961,7000028.373440064,16.0,7.0,"DecisionTreeClassifier(ccp_alpha=5.7728362160765245e-05,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=333, min_samples_split=397,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00024108965402866127,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=270, random_state=1234)",4,4,12,11,8,6,8,6,['x1' 'x6' 'x7' 'x8' 'x10' 'x11' 'x18' 'x20'],['x1' 'x6' 'x7' 'x8' 'x10' 'x12'],"['x1' 'x2' 'x3' 'x5' 'x6' 'x7' 'x8' 'x10' 'x11' 'x12' 'x15' 'x17' 'x18'
 'x20' 'x22' 'x23']",['x1' 'x2' 'x6' 'x7' 'x8' 'x10' 'x12']
ECG5000.csv,4998,141,2,2468,0.080694,0.077057,0.095482,0.084085,2000035.829390575,2000035.9377214552,38.0,15.0,"DecisionTreeClassifier(ccp_alpha=0.0007975673510246769, class_weight='balanced',
                       max_depth=4, min_samples_leaf=19, min_samples_split=288,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00015386467294764225,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=18, min_samples_split=559,
                       random_state=1234)",4,4,7,8,6,5,6,5,['col_4' 'col_38' 'col_56' 'col_105' 'col_119' 'col_132'],['col_4' 'col_26' 'col_90' 'col_104' 'col_118'],"['col_0' 'col_1' 'col_2' 'col_4' 'col_20' 'col_24' 'col_31' 'col_35'
 'col_38' 'col_41' 'col_44' 'col_45' 'col_47' 'col_50' 'col_53' 'col_56'
 'col_59' 'col_64' 'col_80' 'col_81' 'col_85' 'col_86' 'col_93' 'col_96'
 'col_103' 'col_105' 'col_107' 'col_109' 'col_110' 'col_119' 'col_128'
 'col_129' 'col_130' 'col_132' 'col_133' 'col_135' 'col_136' 'col_137']","['col_1' 'col_2' 'col_4' 'col_26' 'col_33' 'col_55' 'col_57' 'col_74'
 'col_90' 'col_104' 'col_111' 'col_117' 'col_118' 'col_122' 'col_123']"
heloc.csv,10000,23,7,8638,0.576518,0.576324,0.580836,0.577258,10000024.228606092,10000023.990412554,9.0,3.0,"DecisionTreeClassifier(ccp_alpha=0.00014089518455400265,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=159, min_samples_split=150,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=8.401177128405703e-06, class_weight='balanced',
                       max_depth=4, min_samples_leaf=138, min_samples_split=51,
                       random_state=1234)",4,4,14,14,4,3,4,3,"['ExternalRiskEstimate' 'NumSatisfactoryTrades'
 'MSinceMostRecentInqexcl7days' 'PercentTradesWBalance']","['ExternalRiskEstimate' 'NumSatisfactoryTrades'
 'MSinceMostRecentInqexcl7days']","['ExternalRiskEstimate' 'NumSatisfactoryTrades'
 'NumTrades90Ever2DerogPubRec' 'MSinceMostRecentDelq' 'NumTotalTrades'
 'MSinceMostRecentInqexcl7days' 'NetFractionInstallBurden'
 'NumInstallTradesWBalance' 'PercentTradesWBalance']","['ExternalRiskEstimate' 'NumSatisfactoryTrades'
 'MSinceMostRecentInqexcl7days']"
credit.csv,16714,11,7,8638,0.510606,0.510522,0.493963,0.493963,7000027.014320658,7000027.014320658,7.0,5.0,"DecisionTreeClassifier(ccp_alpha=8.341477833993848e-05, class_weight='balanced',
                       max_depth=4, min_samples_leaf=30, min_samples_split=341,
                       random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=42, min_samples_split=323,
                       random_state=1234)",4,4,14,14,5,5,5,5,"['RevolvingUtilizationOfUnsecuredLines' 'age'
 'NumberOfTime30-59DaysPastDueNotWorse' 'NumberOfTimes90DaysLate'
 'NumberOfTime60-89DaysPastDueNotWorse']","['RevolvingUtilizationOfUnsecuredLines' 'age'
 'NumberOfTime30-59DaysPastDueNotWorse' 'NumberOfTimes90DaysLate'
 'NumberOfTime60-89DaysPastDueNotWorse']","['RevolvingUtilizationOfUnsecuredLines' 'age'
 'NumberOfTime30-59DaysPastDueNotWorse' 'MonthlyIncome'
 'NumberOfOpenCreditLinesAndLoans' 'NumberOfTimes90DaysLate'
 'NumberOfTime60-89DaysPastDueNotWorse']","['RevolvingUtilizationOfUnsecuredLines' 'age'
 'NumberOfTime30-59DaysPastDueNotWorse' 'NumberOfTimes90DaysLate'
 'NumberOfTime60-89DaysPastDueNotWorse']"
ECG5000.csv,4998,141,1,1234,0.066644,0.071749,0.118906,0.091719,2000035.844967447,2000035.8964725852,45.0,23.0,"DecisionTreeClassifier(ccp_alpha=0.0006018387290007518, class_weight='balanced',
                       max_depth=4, min_samples_leaf=18, min_samples_split=12,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=3.052087104344099e-05, class_weight='balanced',
                       max_depth=4, min_samples_leaf=12, min_samples_split=115,
                       random_state=1234)",4,4,8,10,5,7,5,7,['col_4' 'col_10' 'col_26' 'col_104' 'col_119'],['col_4' 'col_25' 'col_96' 'col_104' 'col_118' 'col_125' 'col_139'],"['col_2' 'col_4' 'col_10' 'col_11' 'col_12' 'col_14' 'col_15' 'col_16'
 'col_19' 'col_20' 'col_21' 'col_26' 'col_31' 'col_35' 'col_38' 'col_45'
 'col_52' 'col_57' 'col_59' 'col_63' 'col_65' 'col_73' 'col_76' 'col_77'
 'col_78' 'col_83' 'col_86' 'col_87' 'col_89' 'col_91' 'col_93' 'col_94'
 'col_97' 'col_99' 'col_101' 'col_103' 'col_104' 'col_106' 'col_109'
 'col_110' 'col_113' 'col_117' 'col_119' 'col_123' 'col_139']","['col_4' 'col_8' 'col_12' 'col_16' 'col_23' 'col_25' 'col_38' 'col_66'
 'col_67' 'col_69' 'col_83' 'col_89' 'col_96' 'col_98' 'col_101' 'col_104'
 'col_116' 'col_118' 'col_121' 'col_125' 'col_134' 'col_138' 'col_139']"
Contaminant.csv,2400,31,7,8638,0.433716,0.430043,0.430377,0.406133,5000029.718393239,7000029.089398867,10.0,9.0,"DecisionTreeClassifier(ccp_alpha=0.004326007556404914, class_weight='balanced',
                       max_depth=4, min_samples_leaf=52, min_samples_split=43,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00121294230408688, class_weight='balanced',
                       max_depth=4, min_samples_leaf=64, min_samples_split=59,
                       random_state=1234)",4,4,7,9,5,5,5,5,['s15' 's56' 's61' 's62' 's65'],['s15' 's21' 's56' 's61' 's62'],['s14' 's15' 's34' 's36' 's52' 's56' 's61' 's62' 's64' 's65'],['s13' 's15' 's21' 's26' 's35' 's52' 's56' 's61' 's62']
Insurance.csv,23548,74,5,6170,0.69313,0.693126,0.693539,0.692824,4000027.346498661,1000027.3867196193,54.0,4.0,"DecisionTreeClassifier(class_weight='balanced', max_depth=3,
                       min_samples_leaf=2609, min_samples_split=2535,
                       random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=1,
                       min_samples_leaf=168, min_samples_split=2771,
                       random_state=1234)",3,1,4,2,3,1,3,1,['Health Indicator_X1' 'Health Indicator_X2' 'Holding_Policy_Type_3.0'],['Lower_Age'],"['City_Code_C1' 'City_Code_C11' 'City_Code_C12' 'City_Code_C13'
 'City_Code_C14' 'City_Code_C15' 'City_Code_C16' 'City_Code_C17'
 'City_Code_C18' 'City_Code_C19' 'City_Code_C2' 'City_Code_C20'
 'City_Code_C22' 'City_Code_C23' 'City_Code_C24' 'City_Code_C25'
 'City_Code_C27' 'City_Code_C28' 'City_Code_C3' 'City_Code_C30'
 'City_Code_C31' 'City_Code_C32' 'City_Code_C34' 'City_Code_C35'
 'City_Code_C36' 'City_Code_C5' 'City_Code_C6' 'City_Code_C7'
 'City_Code_C9' 'Accomodation_Type_Rented'
 'Reco_Insurance_Type_Individual' 'Reco_Insurance_Type_Joint'
 'Is_Spouse_No' 'Health Indicator_X1' 'Health Indicator_X2'
 'Health Indicator_X5' 'Health Indicator_X6' 'Health Indicator_X7'
 'Health Indicator_X8' 'Holding_Policy_Duration_1.0'
 'Holding_Policy_Duration_10.0' 'Holding_Policy_Duration_11.0'
 'Holding_Policy_Duration_12.0' 'Holding_Policy_Duration_13.0'
 'Holding_Policy_Duration_2.0' 'Holding_Policy_Duration_3.0'
 'Holding_Policy_Duration_4.0' 'Holding_Policy_Duration_6.0'
 'Holding_Policy_Duration_7.0' 'Holding_Policy_Duration_8.0'
 'Holding_Policy_Duration_9.0' 'Holding_Policy_Type_1.0'
 'Holding_Policy_Type_3.0' 'Holding_Policy_Type_4.0']","['Lower_Age' 'City_Code_C2' 'Holding_Policy_Duration_11.0'
 'Holding_Policy_Duration_14+']"
default.csv,30000,24,5,6170,0.567708,0.567347,0.56929,0.565766,9000026.932720764,7000026.517808799,12.0,10.0,"DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=116, random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=85, random_state=1234)",4,4,14,15,7,8,7,8,['x1' 'x6' 'x7' 'x9' 'x11' 'x12' 'x20'],['x1' 'x3' 'x6' 'x7' 'x8' 'x9' 'x19' 'x20'],['x1' 'x3' 'x5' 'x6' 'x7' 'x9' 'x11' 'x12' 'x13' 'x20' 'x22' 'x23'],['x1' 'x2' 'x3' 'x6' 'x7' 'x8' 'x9' 'x15' 'x19' 'x20']
FICO.csv,9871,40,7,8638,0.564339,0.56432,0.576964,0.576471,9000025.394676702,10000025.389218694,14.0,5.0,"DecisionTreeClassifier(ccp_alpha=0.0005464305139433419, class_weight='balanced',
                       max_depth=4, min_samples_leaf=10, min_samples_split=434,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00023038916885116068,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=25, min_samples_split=489,
                       random_state=1234)",4,4,13,14,2,2,2,2,['ExternalRiskEstimate' 'MSinceMostRecentInqexcl7days'],['ExternalRiskEstimate' 'MSinceMostRecentInqexcl7days'],"['ExternalRiskEstimate' 'MSinceMostRecentTradeOpen'
 'NumTrades60Ever2DerogPubRec' 'NumTrades90Ever2DerogPubRec'
 'MaxDelq2PublicRecLast12M_1' 'MaxDelq2PublicRecLast12M_5'
 'MaxDelq2PublicRecLast12M_9' 'MaxDelqEver_2' 'MaxDelqEver_4'
 'MaxDelqEver_8' 'MSinceMostRecentInqexcl7days' 'NumInqLast6M'
 'NetFractionInstallBurden' 'NumInstallTradesWBalance']","['ExternalRiskEstimate' 'MaxDelq2PublicRecLast12M_0' 'MaxDelqEver_4'
 'MaxDelqEver_8' 'MSinceMostRecentInqexcl7days']"
national.csv,4908,81,8,9872,0.0,0.0,0.0,0.0,2000036.0436533892,2000036.0436533892,72.0,23.0,"DecisionTreeClassifier(ccp_alpha=0.14820851218843212, class_weight='balanced',
                       max_depth=2, min_samples_leaf=425, min_samples_split=231,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.2330908306844751, class_weight='balanced',
                       max_depth=1, min_samples_leaf=557, min_samples_split=515,
                       random_state=1234)",1,1,2,2,1,1,1,1,['income96'],['income96'],"['age' 'race_BLACK' 'race_CHINESE' 'race_ENGLISH' 'race_FILIPINO'
 'race_GERMAN' 'race_GREEK' 'race_HAWAIIAN' 'race_NATIVE-AMERICAN'
 'race_INDIAN' 'race_IRISH' 'race_ITALIAN' 'race_JAPANESE' 'race_KOREAN'
 'race_CUBAN' 'race_CHICANO' 'race_MEXICAN' 'race_MEXICAN-AMERICAN'
 'race_PUERTORICAN' 'race_OTHER-HISPANIC' 'race_OTHER-SPANISH'
 'race_POLISH' 'race_PORTUGUESE' 'race_RUSSIAN' 'race_SCOTTISH'
 'race_WELSH' 'race_OTHER' 'race_AMERICAN' 'gender_Female'
 'grade90_3RD GRADE' 'grade90_4TH GRADE' 'grade90_5TH GRADE'
 'grade90_6TH GRADE' 'grade90_7TH GRADE' 'grade90_9TH GRADE'
 'grade90_10TH GRADE' 'grade90_11TH GRADE' 'grade90_1ST YR COL'
 'grade90_2ND YR COL' 'grade90_3RD YR COL' 'grade90_4TH YR COL'
 'grade90_5TH YR COL' 'grade90_6TH YR COL' 'grade90_7TH YR COL'
 'grade90_8TH YR COL OR MORE' 'income96' 'partner_No' 'partner_Yes'
 'height' 'famsize' 'genhealth_Excellent' 'genhealth_Very Good'
 'genhealth_Good' 'genhealth_Fair' 'genhealth_Poor' 'charged' 'jobsnum90'
 'afqt89' 'typejob90_agri' 'typejob90_mining' 'typejob90_construction'
 'typejob90_manuf' 'typejob90_transp' 'typejob90_wholesale'
 'typejob90_retail' 'typejob90_fin' 'typejob90_busi' 'typejob90_personal'
 'typejob90_enter' 'typejob90_pro' 'typejob90_pub' 'jobtrain90_No']","['race_NONE' 'race_ENGLISH' 'race_FILIPINO' 'race_NATIVE-AMERICAN'
 'race_KOREAN' 'race_CUBAN' 'race_CHICANO' 'race_OTHER-HISPANIC'
 'race_OTHER' 'grade90_10TH GRADE' 'grade90_12TH GRADE'
 'grade90_5TH YR COL' 'grade90_7TH YR COL' 'income96' 'partner_Yes'
 'height' 'genhealth_Good' 'afqt89' 'typejob90_agri' 'typejob90_mining'
 'typejob90_construction' 'typejob90_personal' 'jobtrain90_Yes']"
Intersectional.csv,10000,25,7,8638,0.124143,0.123281,0.1071,0.104129,6000033.952633667,5000035.288155552,11.0,3.0,"DecisionTreeClassifier(ccp_alpha=0.00012756545217403045,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=101, random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00013593142409543837,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=20, min_samples_split=83,
                       random_state=1234)",4,4,11,14,3,3,3,3,['Rumination' 'Delusion' 'Tension'],['Rumination' 'Tension' 'Unusual_Thought'],"['Sex_Female' 'Sex_Male' 'Race_Asian' 'Race_Hispanic' 'Race_White'
 'Delay_No' 'Rumination' 'Delusion' 'Withdrawal' 'Passive' 'Tension']",['Rumination' 'Tension' 'Unusual_Thought']
ECG5000.csv,4998,141,0,0,0.080564,0.073211,0.076491,0.067164,2000035.8926240648,2000035.85410548,50.0,15.0,"DecisionTreeClassifier(ccp_alpha=0.0006241459424187201, class_weight='balanced',
                       max_depth=4, min_samples_leaf=17, min_samples_split=666,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0009204871562041324, class_weight='balanced',
                       max_depth=4, min_samples_leaf=14, min_samples_split=50,
                       random_state=1234)",4,4,6,8,5,6,5,6,['col_4' 'col_26' 'col_104' 'col_120' 'col_131'],['col_4' 'col_26' 'col_104' 'col_118' 'col_129' 'col_132'],"['col_1' 'col_2' 'col_3' 'col_4' 'col_5' 'col_9' 'col_23' 'col_26'
 'col_29' 'col_31' 'col_32' 'col_36' 'col_37' 'col_40' 'col_41' 'col_42'
 'col_45' 'col_50' 'col_52' 'col_54' 'col_57' 'col_60' 'col_61' 'col_64'
 'col_66' 'col_71' 'col_72' 'col_75' 'col_76' 'col_79' 'col_82' 'col_88'
 'col_90' 'col_96' 'col_98' 'col_100' 'col_101' 'col_104' 'col_109'
 'col_112' 'col_113' 'col_120' 'col_122' 'col_123' 'col_125' 'col_129'
 'col_130' 'col_131' 'col_138' 'col_139']","['col_0' 'col_1' 'col_2' 'col_4' 'col_9' 'col_26' 'col_44' 'col_102'
 'col_104' 'col_115' 'col_118' 'col_129' 'col_130' 'col_132' 'col_139']"
shrutime.csv,10000,29,7,8638,0.492161,0.492188,0.477177,0.477177,11000029.665720599,11000029.665720599,14.0,10.0,"DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=12, random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=4, min_samples_leaf=8,
                       random_state=1234)",4,4,16,16,7,7,7,7,"['Age' 'Balance' 'Geography_Germany' 'IsActiveMember_1' 'Gender_Male'
 'NumOfProducts_1' 'NumOfProducts_2']","['Age' 'Balance' 'Geography_Germany' 'IsActiveMember_0' 'Gender_Male'
 'NumOfProducts_1' 'NumOfProducts_2']","['CreditScore' 'Age' 'Balance' 'Geography_France' 'Geography_Germany'
 'IsActiveMember_1' 'Tenure_1' 'Tenure_10' 'Tenure_4' 'Tenure_5'
 'Gender_Male' 'NumOfProducts_1' 'NumOfProducts_2' 'NumOfProducts_4']","['CreditScore' 'Age' 'Balance' 'Geography_Germany' 'IsActiveMember_0'
 'IsActiveMember_1' 'Tenure_9' 'Gender_Male' 'NumOfProducts_1'
 'NumOfProducts_2']"
law.csv,20800,20,8,9872,0.0,0.0,0.0,0.0,2000036.0436533892,2000036.0436533892,17.0,3.0,"DecisionTreeClassifier(ccp_alpha=0.18880418444321584, class_weight='balanced',
                       max_depth=3, min_samples_leaf=1198,
                       min_samples_split=2130, random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.12264488710653441, class_weight='balanced',
                       max_depth=2, min_samples_leaf=1315,
                       min_samples_split=588, random_state=1234)",1,1,2,2,1,1,1,1,['ugpa'],['ugpa'],"['age' 'decile1' 'decile3' 'fam_inc' 'lsat' 'ugpa' 'gender_female'
 'gender_male' 'race1_non-white' 'race1_white' 'cluster_1' 'cluster_2'
 'cluster_3' 'cluster_4' 'cluster_5' 'fulltime_2' 'bar']",['decile1' 'ugpa' 'cluster_2']
turing.csv,10000,27,7,8638,0.614037,0.612817,0.616218,0.616431,12000024.566483283,12000024.569283599,14.0,4.0,"DecisionTreeClassifier(ccp_alpha=0.0003122460150272254, class_weight='balanced',
                       max_depth=4, min_samples_leaf=305, min_samples_split=47,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0001762978478205998, class_weight='balanced',
                       max_depth=4, min_samples_leaf=234, min_samples_split=72,
                       random_state=1234)",4,4,14,14,3,3,3,3,['0' '1' '2'],['0' '1' '2'],"['Gender_Female' 'Ethnicity_Asian' 'Ethnicity_Hispanic' '0' '1' '2' '3'
 '5' '8' '10' '13' '14' '18' '19']",['Gender_Male' '0' '1' '2']
