dataset,nrows,ncols,run,seed,i_5CV_logloss,p_5CV_logloss,i_TST_logloss,p_TST_logloss,i_geo_complexity,p_geo_complexity,i_nfs_complexity,p_nfs_complexity,i_best_model,p_best_model,i_d,p_d,i_l,p_l,i_f,p_f,i_tree_nfs,p_tree_nfs,i_tree_used_fs,p_tree_used_fs,i_selected_fs,p_selected_fs
Long.csv,4477,20,0,0,0.185199,0.184865,0.142499,0.142499,6000034.790752389,6000034.790752389,10.0,2.0,"DecisionTreeClassifier(ccp_alpha=0.0028095697162323764, class_weight='balanced',
                       max_depth=4, min_samples_leaf=47, min_samples_split=10,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.002792573834101659, class_weight='balanced',
                       max_depth=4, min_samples_leaf=47, min_samples_split=25,
                       random_state=1234)",4,4,10,10,2,2,2,2,['x12' 'x18'],['x12' 'x18'],['x0' 'x1' 'x2' 'x3' 'x8' 'x10' 'x12' 'x16' 'x17' 'x18'],['x12' 'x18']
Long.csv,4477,20,2,2468,0.178334,0.177274,0.139703,0.139538,7000034.117454707,7000034.893345484,8.0,6.0,"DecisionTreeClassifier(ccp_alpha=0.001465949571534281, class_weight='balanced',
                       max_depth=4, min_samples_leaf=66, min_samples_split=57,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0014150394416219988, class_weight='balanced',
                       max_depth=4, min_samples_leaf=67, random_state=1234)",4,4,11,11,2,2,2,2,['x12' 'x18'],['x12' 'x18'],['x2' 'x3' 'x5' 'x7' 'x11' 'x12' 'x16' 'x18'],['x2' 'x4' 'x11' 'x12' 'x16' 'x18']
mc1.csv,9466,39,4,4936,0.212475,0.21177,0.233382,0.188799,4000032.53802182,3000036.0240217694,9.0,7.0,"DecisionTreeClassifier(ccp_alpha=3.896038142412839e-05, class_weight='balanced',
                       max_depth=4, min_samples_leaf=2, min_samples_split=5,
                       random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_split=50, random_state=1234)",4,4,13,12,6,6,6,6,"['LOC_BLANK' 'LOC_CODE_AND_COMMENT' 'CYCLOMATIC_DENSITY'
 'GLOBAL_DATA_COMPLEXITY' 'NORMALIZED_CYLOMATIC_COMPLEXITY'
 'NUMBER_OF_LINES']","['BRANCH_COUNT' 'LOC_CODE_AND_COMMENT' 'HALSTEAD_LENGTH'
 'MULTIPLE_CONDITION_COUNT' 'NODE_COUNT' 'NUMBER_OF_LINES']","['LOC_BLANK' 'LOC_CODE_AND_COMMENT' 'CYCLOMATIC_DENSITY' 'DESIGN_DENSITY'
 'ESSENTIAL_COMPLEXITY' 'PARAMETER_COUNT' 'GLOBAL_DATA_COMPLEXITY'
 'NORMALIZED_CYLOMATIC_COMPLEXITY' 'NUMBER_OF_LINES']","['BRANCH_COUNT' 'LOC_CODE_AND_COMMENT' 'DESIGN_DENSITY' 'HALSTEAD_LENGTH'
 'MULTIPLE_CONDITION_COUNT' 'NODE_COUNT' 'NUMBER_OF_LINES']"
kc1.csv,2109,22,5,6170,0.534021,0.534238,0.562716,0.562716,5000028.131728019,4000029.468105608,8.0,3.0,"DecisionTreeClassifier(ccp_alpha=0.003012249308491178, class_weight='balanced',
                       max_depth=3, min_samples_leaf=56, min_samples_split=120,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0029554990181128527, class_weight='balanced',
                       max_depth=3, min_samples_leaf=56, min_samples_split=81,
                       random_state=1234)",3,3,5,5,3,3,3,3,['loc' 'v' 'branchCount'],['loc' 'v' 'branchCount'],['loc' 'v(g)' 'ev(g)' 'iv(g)' 'v' 'lOComment' 'uniq_Op' 'branchCount'],['loc' 'v' 'branchCount']
dis.csv,3772,55,4,4936,0.278619,0.273835,0.299166,0.334307,5000034.044014184,5000034.476538024,16.0,7.0,"DecisionTreeClassifier(class_weight='balanced', max_depth=4, min_samples_leaf=4,
                       min_samples_split=12, random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0012472460156940951, class_weight='balanced',
                       max_depth=4, min_samples_leaf=38, min_samples_split=56,
                       random_state=1234)",4,4,12,9,7,5,7,5,['age' 'sex_2' 'on_thyroxine_1' 'query_hypothyroid_0' 'TSH' 'T3' 'FTI'],['sex_2' 'on_thyroxine_1' 'TSH' 'T3' 'FTI'],"['age' 'sex_2' 'on_thyroxine_1' 'sick_0' 'I131_treatment_0'
 'query_hypothyroid_0' 'query_hyperthyroid_1' 'goitre_0' 'goitre_1'
 'hypopituitary_0' 'psych_1' 'TSH_measured_1' 'TSH' 'T3' 'TT4_measured_1'
 'FTI']",['sex_0' 'sex_2' 'on_thyroxine_1' 'psych_1' 'TSH' 'T3' 'FTI']
compas.csv,5278,20,4,4936,0.610408,0.609953,0.624685,0.624278,12000024.065482238,12000023.95402702,7.0,3.0,"DecisionTreeClassifier(ccp_alpha=0.00020292062654739146,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=108, min_samples_split=10,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=2.0895157259968145e-05,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=65, min_samples_split=253,
                       random_state=1234)",4,4,14,15,2,2,2,2,['age' 'priors_count'],['age' 'priors_count'],"['age' 'juv_other_count' 'priors_count' 'age_cat_Greaterthan45_0'
 'age_cat_Greaterthan45_1' 'age_cat_Lessthan25_0' 'age_cat_Lessthan25_1']",['age' 'priors_count' 'c_charge_degree_M']
Satellite.csv,5100,37,4,4936,0.139547,0.141405,0.142902,0.126841,3000029.2098779376,1000036.0217888738,13.0,4.0,"DecisionTreeClassifier(ccp_alpha=0.000754170484764176, class_weight='balanced',
                       max_depth=4, min_samples_leaf=12, min_samples_split=31,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00028160770609651374,
                       class_weight='balanced', max_depth=4, min_samples_leaf=8,
                       min_samples_split=50, random_state=1234)",4,4,8,6,5,4,5,4,['V5' 'V8' 'V14' 'V22' 'V36'],['V14' 'V22' 'V35' 'V36'],['V3' 'V5' 'V7' 'V8' 'V9' 'V10' 'V13' 'V14' 'V19' 'V21' 'V22' 'V32' 'V36'],['V14' 'V22' 'V35' 'V36']
Titanic.csv,2201,4,5,6170,0.531523,0.535658,0.529363,0.54598,6000028.414242791,5000027.681018401,3.0,2.0,"DecisionTreeClassifier(ccp_alpha=1.019935977381345e-05, class_weight='balanced',
                       max_depth=4, min_samples_split=29, random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=3,
                       min_samples_leaf=14, min_samples_split=94,
                       random_state=1234)",4,3,11,7,3,2,3,2,['Class' 'Age' 'Sex'],['Class' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Sex']
ringnorm.csv,7400,21,2,2468,0.511419,0.508423,0.52156,0.503004,6000031.066200627,6000031.856126754,4.0,4.0,"DecisionTreeClassifier(ccp_alpha=0.0011758974297885042, class_weight='balanced',
                       max_depth=4, min_samples_leaf=79, min_samples_split=196,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00016648685922831798,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=132, random_state=1234)",4,4,8,9,4,4,4,4,['V2' 'V3' 'V6' 'V18'],['V2' 'V3' 'V8' 'V18'],['V2' 'V3' 'V6' 'V18'],['V2' 'V3' 'V8' 'V18']
ringnorm.csv,7400,21,0,0,0.504139,0.501467,0.521281,0.519706,5000030.10182871,6000030.642364123,4.0,4.0,"DecisionTreeClassifier(ccp_alpha=0.001238765814404174, class_weight='balanced',
                       max_depth=4, min_samples_leaf=145, min_samples_split=247,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.000912165565263185, class_weight='balanced',
                       max_depth=4, min_samples_leaf=160, min_samples_split=116,
                       random_state=1234)",4,4,7,8,4,4,4,4,['V2' 'V3' 'V8' 'V18'],['V3' 'V8' 'V9' 'V18'],['V2' 'V3' 'V8' 'V18'],['V3' 'V8' 'V9' 'V18']
eeg.csv,14980,15,3,3702,0.593869,0.59482,0.597254,0.589824,9000025.379734904,10000026.57233298,11.0,6.0,"DecisionTreeClassifier(ccp_alpha=0.0013997043612691785, class_weight='balanced',
                       max_depth=4, min_samples_leaf=35, min_samples_split=87,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0006137606815308375, class_weight='balanced',
                       max_depth=4, min_samples_leaf=23, min_samples_split=117,
                       random_state=1234)",4,4,12,15,6,5,6,5,['V1' 'V2' 'V6' 'V7' 'V12' 'V13'],['V6' 'V7' 'V12' 'V13' 'V14'],['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V10' 'V11' 'V12' 'V13'],['V6' 'V7' 'V9' 'V12' 'V13' 'V14']
PhishingWebsites.csv,11055,69,4,4936,0.191253,0.191253,0.18574,0.18574,6000031.159319727,6000031.159319727,33.0,7.0,"DecisionTreeClassifier(ccp_alpha=0.00012006770514702019,
                       class_weight='balanced', max_depth=4,
                       min_samples_split=7, random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00012831769717132024,
                       class_weight='balanced', max_depth=4, min_samples_leaf=2,
                       min_samples_split=32, random_state=1234)",4,4,11,11,7,7,7,7,"['Prefix_Suffix_-1' 'having_Sub_Domain_1' 'SSLfinal_State_1'
 'URL_of_Anchor_-1' 'Links_in_tags_-1' 'web_traffic_0'
 'Links_pointing_to_page_0']","['Prefix_Suffix_1' 'having_Sub_Domain_1' 'SSLfinal_State_1'
 'URL_of_Anchor_-1' 'Links_in_tags_-1' 'web_traffic_0'
 'Links_pointing_to_page_0']","['having_IP_Address_-1' 'having_IP_Address_1' 'Shortining_Service_-1'
 'having_At_Symbol_1' 'double_slash_redirecting_-1' 'Prefix_Suffix_-1'
 'having_Sub_Domain_1' 'SSLfinal_State_-1' 'SSLfinal_State_1' 'Favicon_1'
 'Favicon_-1' 'HTTPS_token_1' 'Request_URL_1' 'Request_URL_-1'
 'URL_of_Anchor_-1' 'Links_in_tags_1' 'Links_in_tags_-1' 'SFH_-1' 'SFH_1'
 'SFH_0' 'Abnormal_URL_1' 'Redirect_1' 'on_mouseover_-1' 'RightClick_1'
 'popUpWidnow_1' 'popUpWidnow_-1' 'age_of_domain_1' 'DNSRecord_1'
 'web_traffic_0' 'Page_Rank_-1' 'Page_Rank_1' 'Links_pointing_to_page_0'
 'Statistical_report_1']","['Prefix_Suffix_1' 'having_Sub_Domain_1' 'SSLfinal_State_1'
 'URL_of_Anchor_-1' 'Links_in_tags_-1' 'web_traffic_0'
 'Links_pointing_to_page_0']"
jasmine.csv,2984,281,4,4936,0.461584,0.445176,0.419976,0.398733,5000027.465348571,4000026.775737392,121.0,36.0,"DecisionTreeClassifier(ccp_alpha=0.000911719939988602, class_weight='balanced',
                       max_depth=4, min_samples_leaf=309, min_samples_split=39,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0021694377457050014, class_weight='balanced',
                       max_depth=4, min_samples_leaf=42, min_samples_split=53,
                       random_state=1234)",3,4,5,6,4,4,4,4,['V11_1' 'V26_1' 'V43' 'V45'],['V11_1' 'V40_1' 'V45' 'V112_0'],"['V1_0' 'V1_1' 'V2_0' 'V3_0' 'V3_1' 'V5_1' 'V6_1' 'V7_1' 'V8_0' 'V10_0'
 'V10_1' 'V11_1' 'V12_0' 'V12_1' 'V16_0' 'V21_1' 'V23' 'V24_0' 'V24_1'
 'V26_0' 'V26_1' 'V27_1' 'V28_1' 'V29_0' 'V30_0' 'V30_1' 'V31_1' 'V32_0'
 'V32_1' 'V33_0' 'V34_0' 'V35_0' 'V36_0' 'V37_1' 'V38_0' 'V39_0' 'V41_0'
 'V41_1' 'V42_0' 'V43' 'V44_1' 'V45' 'V48_0' 'V48_1' 'V49_0' 'V50_0'
 'V52_0' 'V53_0' 'V53_1' 'V54_0' 'V55_0' 'V56' 'V60_1' 'V61_0' 'V62_0'
 'V62_1' 'V63_1' 'V64_1' 'V65_0' 'V65_1' 'V67_1' 'V68_0' 'V69_0' 'V69_1'
 'V70_0' 'V71_0' 'V71_1' 'V74_0' 'V75_1' 'V76_1' 'V77_1' 'V80_0' 'V80_1'
 'V81_0' 'V81_1' 'V83_0' 'V83_1' 'V84_1' 'V85_0' 'V86_1' 'V88_0' 'V89_0'
 'V91_0' 'V92_0' 'V95_1' 'V96_0' 'V100_0' 'V101_0' 'V101_1' 'V102_0'
 'V102_1' 'V103_1' 'V107_0' 'V109_0' 'V109_1' 'V110_0' 'V110_1' 'V115_1'
 'V116_1' 'V118_1' 'V120_0' 'V120_1' 'V121_0' 'V122_1' 'V129_1' 'V133_0'
 'V133_1' 'V135_0' 'V135_1' 'V136_0' 'V136_1' 'V137_0' 'V137_1' 'V138_1'
 'V139_0' 'V140_1' 'V142_0' 'V142_1' 'V143_0' 'V143_1' 'V144_0']","['V2_0' 'V3_0' 'V3_1' 'V6_0' 'V7_0' 'V9_0' 'V11_1' 'V15_1' 'V25_1' 'V29_0'
 'V32_1' 'V39_0' 'V40_1' 'V45' 'V51_1' 'V52_0' 'V67_1' 'V73_1' 'V75_0'
 'V77_1' 'V84_1' 'V86_0' 'V100_0' 'V100_1' 'V106_1' 'V107_0' 'V111_0'
 'V111_1' 'V112_0' 'V119_1' 'V121_1' 'V133_0' 'V136_1' 'V137_1' 'V140_1'
 'V141_0']"
dis.csv,3772,55,5,6170,0.303955,0.303542,0.306332,0.306332,3000034.3214873085,3000034.3214873085,30.0,6.0,"DecisionTreeClassifier(ccp_alpha=0.02466052149717816, class_weight='balanced',
                       max_depth=4, min_samples_leaf=24, min_samples_split=29,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.02537244014297827, class_weight='balanced',
                       max_depth=4, min_samples_leaf=35, min_samples_split=25,
                       random_state=1234)",3,3,5,5,2,2,2,2,['T3' 'FTI'],['T3' 'FTI'],"['age' 'sex_1' 'sex_2' 'on_thyroxine_0' 'query_on_thyroxine_0'
 'on_antithyroid_medication_1' 'sick_1' 'pregnant_1' 'thyroid_surgery_0'
 'I131_treatment_1' 'query_hypothyroid_0' 'query_hypothyroid_1'
 'query_hyperthyroid_0' 'lithium_0' 'goitre_1' 'tumor_0' 'tumor_1'
 'hypopituitary_1' 'psych_0' 'TSH_measured_1' 'T3_measured_1' 'T3'
 'TT4_measured_0' 'T4U_measured_0' 'T4U_measured_1' 'FTI_measured_0' 'FTI'
 'TBG_0' 'referral_source_0' 'referral_source_2']",['age' 'sex_0' 'sex_2' 'T3' 'FTI_measured_0' 'FTI']
Long.csv,4477,20,3,3702,0.172882,0.172882,0.147283,0.147283,6000033.924810392,6000033.924810392,9.0,2.0,"DecisionTreeClassifier(ccp_alpha=0.0035256727306661236, class_weight='balanced',
                       max_depth=4, min_samples_split=43, random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0034968488167377394, class_weight='balanced',
                       max_depth=4, min_samples_split=37, random_state=1234)",4,4,10,10,2,2,2,2,['x12' 'x18'],['x12' 'x18'],['x0' 'x1' 'x2' 'x3' 'x6' 'x9' 'x12' 'x13' 'x18'],['x12' 'x18']
eeg.csv,14980,15,2,2468,0.587303,0.587491,0.605878,0.598775,10000025.968790192,10000025.968790192,7.0,7.0,"DecisionTreeClassifier(ccp_alpha=4.42666993972731e-05, class_weight='balanced',
                       max_depth=4, min_samples_leaf=15, min_samples_split=30,
                       random_state=1234)","DecisionTreeClassifier(class_weight='balanced', max_depth=4,
                       min_samples_leaf=37, min_samples_split=16,
                       random_state=1234)",4,4,16,15,7,6,7,6,['V1' 'V2' 'V3' 'V6' 'V7' 'V12' 'V13'],['V1' 'V2' 'V6' 'V7' 'V12' 'V13'],['V1' 'V2' 'V3' 'V6' 'V7' 'V12' 'V13'],['V1' 'V2' 'V3' 'V6' 'V7' 'V12' 'V13']
twonorm.csv,7400,21,3,3702,0.483627,0.480651,0.52804,0.504193,11000027.16877826,12000027.231334614,4.0,5.0,"DecisionTreeClassifier(ccp_alpha=0.00016975196453364248,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=46, min_samples_split=3,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0003512224971430588, class_weight='balanced',
                       max_depth=4, min_samples_leaf=56, random_state=1234)",4,4,16,16,4,5,4,5,['V1' 'V4' 'V5' 'V20'],['V1' 'V4' 'V5' 'V7' 'V16'],['V1' 'V4' 'V5' 'V20'],['V1' 'V4' 'V5' 'V7' 'V16']
mc1.csv,9466,39,5,6170,0.215606,0.2144,0.232077,0.25041,6000031.025153102,3000034.943525816,6.0,6.0,"DecisionTreeClassifier(ccp_alpha=0.0001384858051055596, class_weight='balanced',
                       max_depth=4, min_samples_leaf=15, min_samples_split=14,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0011207130162734973, class_weight='balanced',
                       max_depth=4, min_samples_leaf=3, min_samples_split=206,
                       random_state=1234)",4,4,11,9,5,5,5,5,"['BRANCH_COUNT' 'LOC_CODE_AND_COMMENT' 'EDGE_COUNT'
 'MODIFIED_CONDITION_COUNT' 'MULTIPLE_CONDITION_COUNT']","['BRANCH_COUNT' 'LOC_CODE_AND_COMMENT' 'LOC_EXECUTABLE'
 'GLOBAL_DATA_COMPLEXITY' 'NODE_COUNT']","['BRANCH_COUNT' 'LOC_CODE_AND_COMMENT' 'EDGE_COUNT' 'PARAMETER_COUNT'
 'MODIFIED_CONDITION_COUNT' 'MULTIPLE_CONDITION_COUNT']","['BRANCH_COUNT' 'LOC_CODE_AND_COMMENT' 'CONDITION_COUNT' 'LOC_EXECUTABLE'
 'GLOBAL_DATA_COMPLEXITY' 'NODE_COUNT']"
eeg.csv,14980,15,0,0,0.595963,0.59783,0.579609,0.581508,7000024.831521199,7000024.831521199,8.0,7.0,"DecisionTreeClassifier(ccp_alpha=0.00033895866784818365,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=42, min_samples_split=34,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=2.845793591868801e-05, class_weight='balanced',
                       max_depth=4, min_samples_leaf=35, min_samples_split=253,
                       random_state=1234)",4,4,13,12,7,7,7,7,['V1' 'V2' 'V3' 'V6' 'V7' 'V12' 'V13'],['V1' 'V2' 'V3' 'V6' 'V7' 'V12' 'V13'],['V1' 'V2' 'V3' 'V4' 'V6' 'V7' 'V12' 'V13'],['V1' 'V2' 'V3' 'V6' 'V7' 'V12' 'V13']
ringnorm.csv,7400,21,1,1234,0.507628,0.508036,0.522175,0.524188,6000028.937047549,6000031.15679094,5.0,4.0,"DecisionTreeClassifier(ccp_alpha=0.0006791077579610021, class_weight='balanced',
                       max_depth=4, min_samples_leaf=37, min_samples_split=179,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0004931146897522234, class_weight='balanced',
                       max_depth=4, min_samples_leaf=65, min_samples_split=214,
                       random_state=1234)",4,4,10,10,4,4,4,4,['V9' 'V12' 'V15' 'V18'],['V9' 'V12' 'V15' 'V18'],['V9' 'V11' 'V12' 'V15' 'V18'],['V9' 'V12' 'V15' 'V18']
ringnorm.csv,7400,21,3,3702,0.503721,0.502876,0.517625,0.511638,6000031.778398773,7000029.525195345,5.0,4.0,"DecisionTreeClassifier(ccp_alpha=0.0010376243828881947, class_weight='balanced',
                       max_depth=4, min_samples_leaf=94, min_samples_split=266,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0004293141312218527, class_weight='balanced',
                       max_depth=4, min_samples_leaf=104, min_samples_split=15,
                       random_state=1234)",4,4,9,11,4,4,4,4,['V3' 'V6' 'V8' 'V18'],['V1' 'V3' 'V8' 'V18'],['V3' 'V6' 'V8' 'V18' 'V20'],['V1' 'V3' 'V8' 'V18']
compas.csv,5278,20,5,6170,0.618323,0.619565,0.623996,0.618984,10000024.968499277,12000024.375464708,7.0,2.0,"DecisionTreeClassifier(ccp_alpha=0.0002477897394851741, class_weight='balanced',
                       max_depth=4, min_samples_leaf=50, min_samples_split=102,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=7.523864101163281e-05, class_weight='balanced',
                       max_depth=4, min_samples_leaf=113, min_samples_split=192,
                       random_state=1234)",4,4,13,14,5,2,5,2,"['sex_0' 'juv_other_count' 'priors_count' 'age_cat_Greaterthan45_0'
 'age_cat_Lessthan25_0']",['age' 'priors_count'],"['sex_0' 'juv_other_count' 'priors_count' 'age_cat_Greaterthan45_0'
 'age_cat_Lessthan25_0' 'age_cat_Lessthan25_1' 'c_charge_degree_M']",['age' 'priors_count']
twonorm.csv,7400,21,0,0,0.476796,0.479717,0.518496,0.51002,11000027.688789451,13000028.177961173,6.0,6.0,"DecisionTreeClassifier(ccp_alpha=0.00019474833085468367,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=83, min_samples_split=143,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=3.763828381368335e-07, class_weight='balanced',
                       max_depth=4, min_samples_leaf=88, min_samples_split=31,
                       random_state=1234)",4,4,16,16,6,6,6,6,['V1' 'V2' 'V5' 'V15' 'V16' 'V17'],['V1' 'V2' 'V4' 'V7' 'V15' 'V16'],['V1' 'V2' 'V5' 'V15' 'V16' 'V17'],['V1' 'V2' 'V4' 'V7' 'V15' 'V16']
eeg.csv,14980,15,1,1234,0.594079,0.592929,0.583793,0.58675,8000025.350452588,8000025.784554231,11.0,8.0,"DecisionTreeClassifier(ccp_alpha=8.833059677800393e-05, class_weight='balanced',
                       max_depth=4, min_samples_leaf=26, min_samples_split=59,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00015449420707004587,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=26, random_state=1234)",4,4,15,15,8,7,8,7,['V1' 'V2' 'V3' 'V4' 'V6' 'V7' 'V12' 'V13'],['V1' 'V2' 'V3' 'V4' 'V6' 'V7' 'V13'],['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V11' 'V12' 'V13' 'V14'],['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V13']
twonorm.csv,7400,21,2,2468,0.474365,0.479282,0.516321,0.514376,11000027.34162815,12000027.68765545,6.0,6.0,"DecisionTreeClassifier(ccp_alpha=0.00027298733031831863,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=62, min_samples_split=100,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.0011817564374963351, class_weight='balanced',
                       max_depth=4, min_samples_leaf=97, min_samples_split=76,
                       random_state=1234)",4,4,16,16,6,6,6,6,['V1' 'V3' 'V5' 'V8' 'V14' 'V19'],['V1' 'V3' 'V8' 'V10' 'V11' 'V17'],['V1' 'V3' 'V5' 'V8' 'V14' 'V19'],['V1' 'V3' 'V8' 'V10' 'V11' 'V17']
churn.csv,5000,34,4,4936,0.382747,0.38144,0.369016,0.369016,8000029.990126623,6000031.503646214,17.0,13.0,"DecisionTreeClassifier(class_weight='balanced', max_depth=4, min_samples_leaf=3,
                       min_samples_split=106, random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00015961546586775593,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=27, min_samples_split=102,
                       random_state=1234)",4,4,12,12,9,8,9,8,"['international_plan_0' 'voice_mail_plan_0' 'total_day_minutes'
 'total_day_charge' 'total_eve_minutes' 'total_intl_calls'
 'total_intl_charge' 'number_customer_service_calls_4'
 'number_customer_service_calls_5']","['international_plan_0' 'voice_mail_plan_0' 'total_day_minutes'
 'total_eve_charge' 'total_intl_calls' 'total_intl_charge'
 'number_customer_service_calls_4' 'number_customer_service_calls_5']","['state' 'account_length' 'area_code_408' 'area_code_415'
 'international_plan_0' 'voice_mail_plan_0' 'voice_mail_plan_1'
 'total_day_minutes' 'total_day_charge' 'total_eve_minutes'
 'total_eve_charge' 'total_intl_minutes' 'total_intl_calls'
 'total_intl_charge' 'number_customer_service_calls_4'
 'number_customer_service_calls_5' 'number_customer_service_calls_9']","['state' 'account_length' 'area_code_408' 'area_code_510'
 'international_plan_0' 'voice_mail_plan_0' 'total_day_minutes'
 'total_eve_charge' 'total_intl_calls' 'total_intl_charge'
 'number_customer_service_calls_4' 'number_customer_service_calls_5'
 'number_customer_service_calls_9']"
Satellite.csv,5100,37,5,6170,0.143055,0.133992,0.171057,0.239075,2000027.7370684256,4000036.001048598,14.0,3.0,"DecisionTreeClassifier(ccp_alpha=0.002767179531761106, class_weight='balanced',
                       max_depth=3, min_samples_leaf=2, min_samples_split=56,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.004565037161842019, class_weight='balanced',
                       max_depth=4, min_samples_leaf=2, min_samples_split=16,
                       random_state=1234)",3,4,5,9,4,3,4,3,['V6' 'V21' 'V24' 'V30'],['V14' 'V20' 'V22'],"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V8' 'V12' 'V21' 'V24' 'V26' 'V28' 'V30'
 'V33']",['V14' 'V20' 'V22']
twonorm.csv,7400,21,1,1234,0.475847,0.477896,0.476155,0.496403,12000027.4275239,12000026.712474396,5.0,5.0,"DecisionTreeClassifier(ccp_alpha=0.0006680788491781464, class_weight='balanced',
                       max_depth=4, min_samples_leaf=70, min_samples_split=52,
                       random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00041793158756990334,
                       class_weight='balanced', max_depth=4,
                       min_samples_leaf=120, min_samples_split=235,
                       random_state=1234)",4,4,16,15,5,5,5,5,['V1' 'V4' 'V11' 'V13' 'V17'],['V1' 'V2' 'V11' 'V17' 'V20'],['V1' 'V4' 'V11' 'V13' 'V17'],['V1' 'V2' 'V11' 'V17' 'V20']
PhishingWebsites.csv,11055,69,5,6170,0.188351,0.188351,0.193485,0.193485,6000031.274994888,6000031.274994888,32.0,8.0,"DecisionTreeClassifier(ccp_alpha=0.00012490461779822903,
                       class_weight='balanced', max_depth=4, random_state=1234)","DecisionTreeClassifier(ccp_alpha=0.00013467216905742628,
                       class_weight='balanced', max_depth=4, min_samples_leaf=2,
                       min_samples_split=80, random_state=1234)",4,4,12,12,7,7,7,7,"['Prefix_Suffix_-1' 'having_Sub_Domain_1' 'SSLfinal_State_1'
 'URL_of_Anchor_-1' 'Links_in_tags_-1' 'web_traffic_0'
 'Links_pointing_to_page_0']","['Prefix_Suffix_1' 'having_Sub_Domain_1' 'SSLfinal_State_1'
 'URL_of_Anchor_-1' 'Links_in_tags_-1' 'web_traffic_0'
 'Links_pointing_to_page_0']","['having_IP_Address_-1' 'URL_Length_1' 'URL_Length_0' 'URL_Length_-1'
 'Shortining_Service_-1' 'having_At_Symbol_1' 'having_At_Symbol_-1'
 'double_slash_redirecting_-1' 'Prefix_Suffix_-1' 'having_Sub_Domain_1'
 'SSLfinal_State_1' 'SSLfinal_State_0' 'Favicon_1' 'URL_of_Anchor_-1'
 'Links_in_tags_1' 'Links_in_tags_-1' 'SFH_-1' 'SFH_1' 'Abnormal_URL_1'
 'Redirect_0' 'on_mouseover_1' 'RightClick_1' 'RightClick_-1'
 'popUpWidnow_1' 'Iframe_-1' 'age_of_domain_-1' 'DNSRecord_1'
 'web_traffic_0' 'Page_Rank_-1' 'Links_pointing_to_page_1'
 'Links_pointing_to_page_0' 'Statistical_report_-1']","['Prefix_Suffix_1' 'having_Sub_Domain_1' 'SSLfinal_State_1'
 'HTTPS_token_1' 'URL_of_Anchor_-1' 'Links_in_tags_-1' 'web_traffic_0'
 'Links_pointing_to_page_0']"
